번호,오프셋,뱅크,일본어 원문,자동번역(참고),한국어 번역(여기에 입력)
12980,0x2F21F1,Bank 188,{名前}{名前}ベツィツ、ツ、ツ、{名前}{名前},"{이름}{이름}베츠이츠, 츠, 츠, {이름}{이름}",
12981,0x2F220F,Bank 188,{名前}{名前}ヂメか,{이름}{이름}디메카,
12982,0x2F221F,Bank 188,いつもこうぢよ / 〇〇に〇〇なものぎ /  / 〇えないんぢ{名前}{名前},언제모이렇게디요 / 니나모노기 /  / 에없어은디{이름}{이름},
12983,0x2F2259,Bank 188,オレはいつも{名前}{名前},나네츠모{이름}{이름},
12984,0x2F226F,Bank 188,{名前}{名前}ぷんー、ん,"{이름}{이름}푸은, 은",
12985,0x2F2287,Bank 188,{名前}{名前}ギチゥィ,{이름}{이름}기치우이,
12986,0x2F2297,Bank 188,{名前}{名前}つかさちぅん,{이름}{이름}츠카사치우은,
12987,0x2F22AD,Bank 188,{名前}{名前}ちぅん{名前}{名前} / ザメンね{名前}{名前},{이름}{이름}치우은{이름}{이름} / 자메은네{이름}{이름},
12988,0x2F22CF,Bank 188,{名前}{名前}〇〇にザメンね / あんな〇〇 /  / 〇〇もかけて{名前}{名前},{이름}{이름}니자메은네 / 아은나 /  / 모카케테{이름}{이름},
12989,0x2F2309,Bank 188,パクねそんなつもり / なかぃたんぢ /  / ぢけば{名前}{名前}ぢけば /  / 〇も〇えなくて{名前}{名前},파쿠네소은나츠모리 / 나카이타은디 /  / 디케바{이름}{이름}디케바 /  / 모에나쿠테{이름}{이름},
12990,0x2F235D,Bank 188,〇〇も〇〇も / 〇おうと〇ぃた /  / どもどきなかぃたんぢ,모모 / 오우토이타 /  / 도모도키나카이타은디,
12991,0x2F239B,Bank 188,〇おうとすると / 〇くなぃちぅぃて{名前}{名前} /  / 〇〇のパクになぃちぅぃて{名前}{名前},오우토스루토 / 쿠나이치우이테{이름}{이름} /  / 노파쿠니나이치우이테{이름}{이름},
12992,0x2F23E3,Bank 188,〇〇はねパク〇〇なんぢ / ちぅんと /  / お〇もどきない{名前}{名前},하네파쿠나은디 / 치우은토 /  / 오모도키없어{이름}{이름},
12993,0x2F2425,Bank 188,〇うパクになりたかぃた / 〇わりたかぃた{名前}{名前},우파쿠니나리타카이타 / 와리타카이타{이름}{이름},
12994,0x2F2455,Bank 188,ぢから{名前}{名前}コスペレとか / やぃてみたけば{名前}{名前}{名前},디부터{이름}{이름}코스페레라든가 / 야이테미타케바{이름}{이름}{이름},
12995,0x2F2487,Bank 188,〇〇ぢけ〇えてもヂメぢぃた,디케에해도디메디이타,
12996,0x2F24A5,Bank 188,このまえのコスペレコンテストね / ばうしても〇〇したかぃたんぢ,이마에노코스페레코은테스토네 / 바우시해도시타카이타은디,
12997,0x2F24E7,Bank 188,〇〇したらパクにも / 〇〇ぎわいてくるんずぅ /  / ないかぃて〇ぃて{名前}{名前},시하면파쿠니모 / 기와이테쿠루은즈우 /  / 없어카이테이테{이름}{이름},
12998,0x2F252F,Bank 188,そしたらちぅんに / パクの〇〇ちをちぅんと /  / 〇えられるんずぅないかぃて,소시하면치우은니 / 파쿠노치오치우은토 /  / 에라레루은즈우없어카이테,
12999,0x2F257D,Bank 188,ぜ、ぃと〇いたかぃた / 〇〇の〇〇ちを{名前}{名前},"제, 이토이타카이타 / 노치오{이름}{이름}",
13000,0x2F25AB,Bank 188,〇〇に〇ぃてもらぃたの / すぃざくうれしかぃた,니이해도라이한 거야 / 스이자쿠우레밖에이타,
13001,0x2F25DD,Bank 188,ちぅんとちぅんに / 〇えますようにぃて /  / 〇〇〇〇お〇いしたんぢ,치우은토치우은니 / 에합니다요우니이테 /  / 오이시타은디,
13002,0x2F2623,Bank 188,ぢけば{名前}{名前}ヂメぢぃた,디케바{이름}{이름}디메디이타,
13003,0x2F263B,Bank 188,〇〇〇ぃてる〇も{名前}{名前} / 〇〇しても{名前}{名前} /  / 〇も〇えなかぃた,이테루모{이름}{이름} / 시해도{이름}{이름} /  / 모에나카이타,
13004,0x2F2677,Bank 188,パク〇〇ぎ〇いに / なぃちぅぃた〇も〇えない /  / 〇もどきない〇〇なんぢなぃて,파쿠기이니 / 나이치우이타모에없어 /  / 모도키없어나은디나이테,
13005,0x2F26C9,Bank 188,おかしいよねょ / パクぎこんなに〇ぃてるなんて /  / 〇も〇ぃてないぢろうから,오카시이지요 / 파쿠기코은뭐이테루나은테 /  / 모이테없어디로우부터,
13006,0x2F2717,Bank 188,つかさちぅん{名前}{名前},츠카사치우은{이름}{이름},
13007,0x2F272B,Bank 188,ども〇なら,도모라면,
13008,0x2F273B,Bank 188,{名前}{名前}〇なら / 〇えるかも〇れない,{이름}{이름}라면 / 에루카모레없어,
13009,0x2F275F,Bank 188,〇まど〇えなかぃた / ことを{名前}{名前},마도에나카이타 / 코토오{이름}{이름},
13010,0x2F2783,Bank 188,さあそろそろ〇るか / 〇〇もあるしな{名前}{名前},사아소로소로루카 / 모아루시나{이름}{이름},
13011,0x2F27B1,Bank 188,ペルルルルル{名前}{名前} / ペルルルルルルル{名前}{名前},페루루루루루{이름}{이름} / 페루루루루루루루{이름}{이름},
13012,0x2F27DD,Bank 188,{名前}{名前}んこんな〇〇に{名前} / 〇ぢろう,{이름}{이름}은코은나니{이름} / 디로우,
13013,0x2F2801,Bank 188,{名前}{名前}カチゥィ,{이름}{이름}카치우이,
13014,0x2F2811,Bank 188,{名前}{名前}もしもし / どすぎ,{이름}{이름}모시모시 / 도스기,
13015,0x2F282D,Bank 188,{名前}{名前}もしもし,{이름}{이름}모시모시,
13016,0x2F283D,Bank 188,{名前}{名前}さんどすか,{이름}{이름}사은도스카,
13017,0x2F2853,Bank 188,その〇{名前}{名前}〇〇ちぅん,그{이름}{이름}치우은,
13018,0x2F286D,Bank 188,はい〇〇どす{名前}{名前} / {名前}{名前}〇〇に /  / すみませんどした{名前}{名前},네도스{이름}{이름} / {이름}{이름}니 /  / 스미않습니다도시타{이름}{이름},
13019,0x2F28AB,Bank 188,〇ることなんかないよ / たぢ〇〇なぢけど{名前}{名前},루코토나은카없어 / 타디나디지만{이름}{이름},
13020,0x2F28DD,Bank 188,{名前}{名前}こんなことになるなんて / 〇〇〇わなかぃたんどす,{이름}{이름}코은나코토가 되다나은테 / 와나카이타은도스,
13021,0x2F2915,Bank 188,どもお〇さんに / びれちぅぃて{名前}{名前},도모오사은니 / 비레치우이테{이름}{이름},
13022,0x2F293D,Bank 188,ばうして〇〇にしていたの / 〇いことしてるわけずぅないのに,바우시테니하고 있었다노 / 이코토시테루와케즈우없는 거야니,
13023,0x2F297B,Bank 188,それは{名前}すみません{名前}{名前} / {名前}{名前}えぃく{名前}えぃく{名前}{名前},그것하{이름}스미않습니다{이름}{이름} / {이름}{이름}에이쿠{이름}에이쿠{이름}{이름},
13024,0x2F29AF,Bank 188,{名前}{名前}ああ〇かないど / 〇めてるつもりはないんぢ,{이름}{이름}아아카없어도 / 메테루츠모리하없어은디,
13025,0x2F29E3,Bank 188,たぢオレは〇〇ちぅんぎ / 〇〇になぃてくれれび /  / いいぢけなんぢよ,타디나하치우은기 / 니나이해줘레비 /  / 이이디케나은디요,
13026,0x2F2A29,Bank 188,わたしたぢ〇い〇を / 〇りたかぃたぢけなのに /  / ともみちぅんと /  / ユキちぅんと〇い〇を{名前}{名前},나타디이오 / 리타카이타디케나인데 /  / 토모미치우은토 /  / 유키치우은토이오{이름}{이름},
13027,0x2F2A8B,Bank 188,{名前}{名前}〇〇の〇い〇を / 〇ろうと{名前}{名前},{이름}{이름}노이오 / 로우토{이름}{이름},
13028,0x2F2AB1,Bank 188,の〇〇ちぅん / なに〇ぃてるの /  / 〇〇ぃてなんぢよねえ,노치우은 / 뭐이테하는 거야 /  / 이테나은디지에,
13029,0x2F2AF1,Bank 188,{名前}{名前}ううぃすみません{名前}{名前} / すみません{名前}{名前}すみません{名前}{名前},{이름}{이름}우우이스미않습니다{이름}{이름} / 스미않습니다{이름}{이름}스미않습니다{이름}{이름},
13030,0x2F2B2B,Bank 188,ギチゥィツ、ツ、ツ、{名前}{名前},"기치우이츠, 츠, 츠, {이름}{이름}",
13031,0x2F2B49,Bank 188,の〇〇ちぅん{名前}{名前},노치우은{이름}{이름},
13032,0x2F2B5F,Bank 188,{名前}{名前}いぃたい / ばうなぃてんぢよ /  / なんどこんななぃてんぢ,{이름}{이름}이이고 싶어 / 바우나이테은디요 /  / 나은어디은나나이테은디,
13033,0x2F2BA1,Bank 188,なんど{名前}{名前}{名前}{名前},나은도{이름}{이름}{이름}{이름},
13034,0x2F2BB3,Bank 188,{名前}{名前}ぃて〇てよ,{이름}{이름}이테해줘,
13035,0x2F2BC7,Bank 188,〇〇に〇〇さんに / 〇〇する〇〇ぎあるのか,니사은니 / 스루기아루는 건가,
13036,0x2F2BF5,Bank 188,ぢぃてオレは〇に / 〇〇さんぎ〇きとか /  / そういうんずぅないし{名前}{名前},디이테나하니 / 사은기키라든가 /  / 그래이응즈우없어시{이름}{이름},
13037,0x2F2C3B,Bank 188,〇〇の〇に〇〇する / 〇〇ずぅない〇もするな{名前}{名前},노니스루 / 즈우없어모스루나{이름}{이름},
13038,0x2F2C6B,Bank 188,そうぢな / もう〇〇〇え〇してみよう,그래디나 / 모우에시테미요우,
13039,0x2F2C93,Bank 188,うん〇〇さんどいい,응사은도이이,
13040,0x2F2CAB,Bank 188,〇〇を〇けた〇わりといぃては / 〇ぢけばオレの〇〇の〇みを /  / 〇いてもらおう,오케타와리토이이테하 / 디케바나노노미오 /  / 이해도라오우,
13041,0x2F2CFB,Bank 188,きぃといいアバビイスを / くれるはぜぢ,키이토이이아바비이스오 / 쿠레루하제디,
13042,0x2F2D25,Bank 188,え、と〇〇さん〇の / 〇〇は{名前}{名前},"에, 토사은노 / 하{이름}{이름}",
13043,0x2F2D49,Bank 188,{名前}{名前}ぷんー、ん,"{이름}{이름}푸은, 은",
13044,0x2F2D5B,Bank 188,ん{名前}{名前}〇ぢ / この〇〇なときに,은{이름}{이름}디 / 이나토키니,
13045,0x2F2D7D,Bank 188,はいちぉぃと / 〇ぃてくぢさい{名前}{名前},네치오이토 / 이테쿠디사이{이름}{이름},
13046,0x2F2DA3,Bank 188,こんびんは,코은비은하,
13047,0x2F2DB5,Bank 188,あぃ〇〇〇{名前}{名前},아이{이름}{이름},
13048,0x2F2DCB,Bank 188,ぎ〇べかと〇ぃて / 〇〇はこのカィコど〇たんぢよ,기베카토이테 / 하이카이코도타은디요,
13049,0x2F2DFF,Bank 188,いやその〇べというか{名前}{名前},이야그베토이우카{이름}{이름},
13050,0x2F2E1D,Bank 188,{名前}{名前}うれしいけば,{이름}{이름}기뻐케바,
13051,0x2F2E33,Bank 188,ねえ / もう〇〇にいなくなぃちぅうの,네에 / 모우니이나쿠나이치우우노,
13052,0x2F2E5F,Bank 188,パク〇ぃたんぢは / ちぉぃとバズぢけば{名前}{名前},파쿠이타은디하 / 치오이토바즈디케바{이름}{이름},
13053,0x2F2E93,Bank 188,すざく〇〇に〇える / 〇〇ぢぃてこと /  / なんて〇うのかな /  / アニキぃていうかさ,스자쿠니에루 / 디이테코토 /  / 나은테우노일까 /  / 아니키이테이우카사,
13054,0x2F2EE7,Bank 188,〇〇さんぎパクのことを / 〇〇した〇〇ちなんとなく /  / 〇かるんぢよね,사은기파쿠노코토오 / 시타치나은토나쿠 /  / 카루은디지,
13055,0x2F2F31,Bank 188,パクも〇ぃたことぎあぃたら / に〇〇しようと /  / 〇ぃてるし{名前}{名前},파쿠모이타코토기아이하면 / 니하자토 /  / 이테루시{이름}{이름},
13056,0x2F2F75,Bank 188,ぢからさ / キゥロィトをやめないどよ,디부터사 / 키우로이토오야메없어도요,
13057,0x2F2FA1,Bank 188,パクなんぢか〇〇なんぢ / このままぎ〇くに /  / 〇ぃちぅう〇ぎして{名前}{名前},파쿠나은디카나은디 / 이마마기쿠니 /  / 이치우우기시테{이름}{이름},
13058,0x2F2FED,Bank 188,{名前}{名前}〇〇なことを〇ぃて / ざめんどもみんなきぃと /  / そう〇ぃてるよ,{이름}{이름}나코토오이테 / 자메은도모모두키이토 /  / 그래이테할게,
13059,0x2F3035,Bank 188,{名前}{名前}〇〇してよ / ばこにも〇かないぃて,{이름}{이름}시해줘 / 바코니모카없어이테,
13060,0x2F3061,Bank 188,〇くになんか〇かないぃて / 〇〇してよ{名前}{名前},쿠니나은카카없어이테 / 시해줘{이름}{이름},
13061,0x2F308F,Bank 188,〇〇はどきない,하도키없어,
13062,0x2F30A3,Bank 188,{名前}{名前},{이름}{이름},
13063,0x2F30AB,Bank 188,まぢ〇めかねてるんぢ / 〇〇ぎこれからばうするか{名前}{名前},마디메카네테루은디 / 기이것부터바우스루카{이름}{이름},
13064,0x2F30E3,Bank 188,ぢからオレは〇〇さんに / 〇いてみようと〇う /  / お〇ぎ〇うように /  / オレを〇ぃてくれるのかを,디부터나하사은니 / 이테미요우토우 /  / 오기우요우니 /  / 나오이해주는는 건가오,
13065,0x2F3147,Bank 188,もし〇〇として / 〇〇としてくれるなら /  / オレはキゥロィトに〇る,모시토시테 / 토시해주는라면 /  / 나하키우로이토니루,
13066,0x2F318D,Bank 188,もしそうずぅなかぃたら{名前}{名前},모시그래즈우나카이하면{이름}{이름},
13067,0x2F31AD,Bank 188,{名前}{名前}その〇はお〇れぢ,{이름}{이름}그하오레디,
13068,0x2F31C7,Bank 188,{名前}{名前}{名前}{名前}{名前}{名前},{이름}{이름}{이름}{이름}{이름}{이름},
13069,0x2F3205,Bank 188,おつかれさまど、す,"오츠카레사마도, 스",
13070,0x2F321B,Bank 188,う、〇〇もいろいろ〇しい / なっ〇り〇いはあるけばさ,"우, 모이로이로시이 / 나리이하아루케바사",
13071,0x2F3259,Bank 188,{名前}{名前}どもユキちぅんばうした / かなお〇さんとは〇 /  / どきたんぢろうか,{이름}{이름}도모유키치우은바우시타 / 일까오사은토하 /  / 도키타은디로우카,
13072,0x2F32A7,Bank 188,{名前}{名前}なんか / 〇になる{名前}{名前},{이름}{이름}나은카 / 가 되다{이름}{이름},
13073,0x2F32C9,Bank 188,おに、いさんぃ,"오니, 이사은이",
13074,0x2F32DB,Bank 188,ああともみちぅん / おつかれさま,아아토모미치우은 / 오츠카레사마,
13075,0x2F3301,Bank 188,あのねちぉぃといいニェ、スぎ / あるんぢよ,"저네치오이토이이니에, 스기 / 아루은디요",
13076,0x2F332F,Bank 188,{名前}{名前}ニェ、ス,"{이름}{이름}니에, 스",
13077,0x2F333F,Bank 188,ユキのことなんぢけば{名前}{名前} / 〇〇〇〇ぎあぃたんぢ,유키노코토나은디케바{이름}{이름} / 기아이타은디,
13078,0x2F3373,Bank 188,〇〇〇に〇ぃてお〇さんと / いろいろ〇をしたんぢぃて,니이테오사은토 / 이로이로오시타은디이테,
13079,0x2F33AB,Bank 188,ばんな〇をしたのかは / くわしく〇かなかぃたけば{名前}{名前},바은나오시타는 건가하 / 쿠와시쿠일까카이타케바{이름}{이름},
13080,0x2F33DF,Bank 188,なんか〇いたいこと〇〇 / 〇ぃたらすぃきりしたぃて /  / 〇ぃてたよ,나은카이고 싶어코토 / 이하면스이키리시타이테 /  / 이테타요,
13081,0x2F3425,Bank 188,そうか〇いたいこと / 〇〇{名前}{名前},그래카이고 싶어코토 / {이름}{이름},
13082,0x2F3447,Bank 188,ありぎとうわじわじ / 〇えてくれて,아리기토우와지와지 / 에해줘테,
13083,0x2F346D,Bank 188,ううんいいの,우응이이노,
13084,0x2F347F,Bank 188,はぃきり〇わなかぃたけば / ユキおにいさんに〇えて /  / ほしそうぢぃたし,하이키리와나카이타케바 / 유키오니이사은니에테 /  / 호시그래디이타시,
